Text,Language
De bwoy dem teif di bleach outta de wata,Jamaican Creole
Axe har de question.,Jamaican Creole
Un idioma nunka ta sufisiente,Papiamento
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
Patin bianda,Cape Verdean Creole
Porfabor,Papiamento
Mi likim yu.,Tok Pisin
"Jamaicans at home and Black people all ova di worl ave to code switch, leave di language and dem tru vibe when dem seekin success.",Jamaican Creole
Mi ta gusta ku bo.,Papiamento
"Skrebe-l, pur favor",Cape Verdean Creole
M'kontan fè konesans ou,Haitian Creole
Porfabor,Papiamento
Patin bianda,Cape Verdean Creole
"insait long wanpela tripela lain sentens insait long wanpela email. Em i no inap long eskius. Stat long dispela taim, mi bin traim long abrusim ol 'conjunction' taim mi inap. Ol koma, ol na, tasol, na olsem i no stap moa; insait em ol 'staccato declaratives'. ",Tok Pisin
"When shi come back a yaad shi set up har theatre, den shi guh back a foreign to England and den America where shi nuh tap educate di people dem in a di patwa through folklore and music. ",Jamaican Creole
"Devan yon ti kay pay gen de vye granmoun ki chita: yon nèg ki rele Byenneme, ak Delira, madanm li.",Haitian Creole
" Nos no tin tempu pa traha karta i post nan mas–muchu ménos paga gastunan di post, kiko ku tur e bankonan kinda-sorta ta pèrdè nos sèn e dianan aki–p’esei nos ta blast algun email. ",Papiamento
"Divès lyen ki konekte Ayiti ak Louisiana an tèm de kilti gastronomik, langaj, achitekti, relijyon, ak mizik pèsiste jodi a.",Haitian Creole
Moki bu tchoma?,Cape Verdean Creole
"Nos skirbimentu konstante a kuminsá sinti manera un paragraf digital sin fin. No un paragraf stret i hinkadó di The Sun Also Rises òf asta un paragraf grasioso, tin bia ta slip, tin bia ta bula di Absalom! Absalom!",Papiamento
" I think that is the root of the pride that we have in Miss Lou and in ourselves. We saw ourselves reflected in her, and in a way that was very dignified and uniquely Jamaican.",Jamaican Creole
"So, one time long long ago, di Hebrew people dem did ah suffer inna Egypt under di Pharaoh. One day, a likkle baby boy named Moses born, but Pharaoh did want to kill all di baby boy dem, so Moses’ madda put him inna basket and float him down di river",Jamaican Creole
Dja N perde nhas amiga,Cape Verdean Creole
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
Bo lo kier baila cumi? ,Papiamento
inap yu kam wantaim mi?,Tok Pisin
Ol i stap?,Tok Pisin
Esta su wela o bisa wela mester,Papiamento
Felis cumpleaño,Papiamento
"kompletamente n'e pa su amor p'ami. El a siña mi kon ta mata galiña,",Papiamento
Kel é seu nome?,Cape Verdean Creole
Nou pral ale.,Haitian Creole
Bu cre dança ku mi?,Cape Verdean Creole
M'kontan fè konesans ou,Haitian Creole
"Even doe Miss Lou mek Jamaicans proud, mi mudda pine dat “patois can take you very far if you’re an artist, poet or musician, but it will not take you anywhere if you want to be a lawyer or politician ",Jamaican Creole
Fè mye talè,Haitian Creole
Dja N perde nhas amiga,Cape Verdean Creole
Ki te'm anrepo'm!,Haitian Creole
Jwaye Nowèl,Haitian Creole
"As a poet, comedian, folklorist, television and radio personality, singer and actor, di whole a Jamaica luv har like fambily and call har Miss Lou – not Louise Bennett-Coverley.",Jamaican Creole
Bikpela samting tru: Wanem samting tru yumi raitim taim yumi raitim olgeta dispela samting? Mi no inap giaman long kamapim wanpela nupela tok hia;,Tok Pisin
Sa fè lontan,Haitian Creole
Bon dia,Cape Verdean Creole
Ki non ou?,Haitian Creole
Ale vou zan!,Haitian Creole
Mwe kontan fe konesana ou,Haitian Creole
Ti manham,Cape Verdean Creole
Likkle bit from dat shi get a show call Ring Ding pon di TV. ,Jamaican Creole
Mi ta gusta ku bo.,Papiamento
Ol i stap?,Tok Pisin
" (Ating Twain i bilip olsem wok bilong raitim pas, insait long wanpela gutpela wol, i nidim tu tingting gut. Tasol em i no bin yusim email.) Las wik mi painim mi yet i putim 4-pela konjunksen",Tok Pisin
Bikpela hamamas blong dispela Krismas go long yu Meri Krismas,Tok Pisin
E meneer lo paga pa tur cos,Papiamento
Bo lo kier baila cumi? ,Papiamento
Yu whosait?,Tok Pisin
"plis, inap ya halivim mi wantaim dispela samting?",Tok Pisin
Sa a bon.,Haitian Creole
"After di ten plague dem, Pharaoh finally let di people dem go, but him change him mind and send him army after dem.",Jamaican Creole
Porfabor Bo por bisami un biaha mas e mesun cos,Papiamento
Venezuela i a traha den Kòkou. Ta di dje mi a fia e nòmber Mimina. Asin'aki e tambe por haña honor pa e kurashi ku el a demonstrá e,Papiamento
Mi nuh si dem.,Jamaican Creole
Patin bianda,Cape Verdean Creole
Dixâ-m' em pás!,Cape Verdean Creole
N´kré kumi cachupa,Cape Verdean Creole
N’ka persibi (or) N’ka intindi,Cape Verdean Creole
Yudami!,Papiamento
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
Bwaay! Mi did tink de test wudda eazy.,Jamaican Creole
sori nogut,Tok Pisin
Nha nomi e ...,Cape Verdean Creole
Onè Respè!,Haitian Creole
Olá,Cape Verdean Creole
Bikpela hamamas blong dispela Krismas go long yu Meri Krismas,Tok Pisin
Consensa,Cape Verdean Creole
" (Ating Twain i bilip olsem wok bilong raitim pas, insait long wanpela gutpela wol, i nidim tu tingting gut. Tasol em i no bin yusim email.) Las wik mi painim mi yet i putim 4-pela konjunksen",Tok Pisin
"Nos skirbimentu konstante a kuminsá sinti manera un paragraf digital sin fin. No un paragraf stret i hinkadó di The Sun Also Rises òf asta un paragraf grasioso, tin bia ta slip, tin bia ta bula di Absalom! Absalom!",Papiamento
Rete,Haitian Creole
"Strongim mipela long bihainim laik bilong yu long graun, olsem ol i bihainim long heven.",Tok Pisin
Bon pasco di resureccion,Papiamento
Yuh know how fi chat Patwah,Jamaican Creole
Giras bilong en i waitpela tru,Tok Pisin
Tingim bagarap bai kamap sapos ol manmeri olsem Vladimir Putin bilong Rasia o Kim Jong-un bilong Not Korea i yusim dispela teknoloji long helpim ol kantri bilong ol long mekim bikpela wok bilong 'cyber-spionage'.,Tok Pisin
"Di way shi use di patwa wid pride an bragadoshiousness an di tings in a it like immigration, status, uppitiness, stushness, and folk antics (like di Ashanti trickster spida “Anansi always in a har stories) set up tings fi dub poetry and reggae music fi buss out wid di people. ",Jamaican Creole
Ale vou zan!,Haitian Creole
Cuanto esaki ta costa?,Papiamento
Olá,Cape Verdean Creole
Nem bilong mi,Tok Pisin
Dixâ-m' em pás!,Cape Verdean Creole
Porfabor Bo por bisami un biaha mas e mesun cos,Papiamento
Im too haad eaize.,Jamaican Creole
She tell di pickney dem Anansi stories an sing an dance an dem luv it. Dis was my muddas first time wid Miss Lou. ,Jamaican Creole
"Shi get more famous cuz di people dem luv har, dem big har up wid har own radio show: Miss Lou’s Views.",Jamaican Creole
" Mi ta kere ainda ku e mihó ku nos por rekohé ta un análogo mas adekuá. I si nos mester haña un análogo den un unidat literario eksistente, mi ta proponé e paragraf. ",Papiamento
"Devan yon ti kay pay gen de vye granmoun ki chita: yon nèg ki rele Byenneme, ak Delira, madanm li.",Haitian Creole
Tingim bagarap bai kamap sapos ol manmeri olsem Vladimir Putin bilong Rasia o Kim Jong-un bilong Not Korea i yusim dispela teknoloji long helpim ol kantri bilong ol long mekim bikpela wok bilong 'cyber-spionage'.,Tok Pisin
Bikpela samting tru: Wanem samting tru yumi raitim taim yumi raitim olgeta dispela samting? Mi no inap giaman long kamapim wanpela nupela tok hia;,Tok Pisin
sori nogut,Tok Pisin
"Nau yet, ol 'virtual companions' na 'AI sexbots' i stap olsem wanpela liklik maket tru winim sosel midia, wantaim planti milion yusa na i no planti bilien.",Tok Pisin
"plis, inap ya halivim mi wantaim dispela samting?",Tok Pisin
Kiko ta pasa?,Papiamento
sori nogut,Tok Pisin
"When you see Miss Lou pon TV, sometimes shi start tings off vibin wid di audience, getting dem tu sing along: ",Jamaican Creole
 Di way how she tek pride inna wi culcha and chat di patwa mek di whole a wi feel good. Pon toppa dat she inspire a whole heap a Jamaican artists to buss out with boasiness.,Jamaican Creole
Onè Respè!,Haitian Creole
Frah wha pawt yuh deh,Jamaican Creole
Ta fest ti koku,Cape Verdean Creole
Porfabor,Papiamento
sori nogut,Tok Pisin
Sambai long mipela long taim bilong traim. ,Tok Pisin
"Tout moun fèt lib, egal ego pou diyite kou wè dwa. Nou gen la rezon ak la konsyans epi nou fèt pou nou aji youn ak yon lespri fwatènite.",Haitian Creole
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
Dje serka ei sklabitut ta di nos? E buki aki ta skibí pa yuda nos komprondé nos historia di sklabitut mas mihó. ,Papiamento
"I no long taim i go pinis, mi luksave olsem ol sentens bilong mi i save go het taim mi raitim ol long skrin. Dispela i go long raitim planti samting na tu long raitim ol pas.",Tok Pisin
Bai sipsip igo wantaim tu,Tok Pisin
Algin li ta papia inglés?,Cape Verdean Creole
"From har poetry tu har musical tu Ring Ding, Miss Lou’s wuk fi eva fulla Jamaican vibe and culcha. ",Jamaican Creole
D'xá-m' s'segód'!,Cape Verdean Creole
N bèlantre,Haitian Creole
Mi ta gusta ku bo.,Papiamento
Good frien’ betta dan packet money,Jamaican Creole
"When you see Miss Lou pon TV, sometimes shi start tings off vibin wid di audience, getting dem tu sing along: ",Jamaican Creole
Sa a bon.,Haitian Creole
"insait long wanpela tripela lain sentens insait long wanpela email. Em i no inap long eskius. Stat long dispela taim, mi bin traim long abrusim ol 'conjunction' taim mi inap. Ol koma, ol na, tasol, na olsem i no stap moa; insait em ol 'staccato declaratives'. ",Tok Pisin
Un lenguage nunka ta sufisiente,Papiamento
Se youn plaisir fè konesans ou!,Haitian Creole
Dat a mi bredda,Jamaican Creole
Sapos Meri i go wokabaut,Tok Pisin
Sambai long mipela long taim bilong traim. ,Tok Pisin
papelnan ofisial mi a ripará ku el a nase na 1913.,Papiamento
Felis cumpleaño,Papiamento
Patin bianda,Cape Verdean Creole
Olá,Cape Verdean Creole
Bonn fèt,Haitian Creole
"Rait bilong mipela oltaim i stat long pilim olsem wanpela dijitel paragraf we i no inap pinis. I no wanpela tait, strongpela paragraf bilong The Sun Also Rises o wanpela naispela, sampela taim-slinking, sampela taim-soaring paragraf bilong",Tok Pisin
em hamas?,Tok Pisin
mi orait tasol,Tok Pisin
Inna di morrows,Jamaican Creole
"Even doe dem caana wi an wi haffi use di Queen English fi step up ina life, Miss Lou bring pride an dignity to all a wi an mek wi luv wi culcha.",Jamaican Creole
"Li pap tounen. Non, se vre, pa gen lespwa.",Haitian Creole
"Rait bilong mipela oltaim i stat long pilim olsem wanpela dijitel paragraf we i no inap pinis. I no wanpela tait, strongpela paragraf bilong The Sun Also Rises o wanpela naispela, sampela taim-slinking, sampela taim-soaring paragraf bilong",Tok Pisin
Eske ou vle danse?,Haitian Creole
Fi sure wi wear patwa wid suh much pride dat it bleed inna other culcha. ,Jamaican Creole
Balus em i no goupim bilong me em i pullup long liklik pela snek bilong solwarra,Tok Pisin
Ki jan ou rele?,Haitian Creole
Tingim bagarap bai kamap sapos ol manmeri olsem Vladimir Putin bilong Rasia o Kim Jong-un bilong Not Korea i yusim dispela teknoloji long helpim ol kantri bilong ol long mekim bikpela wok bilong 'cyber-spionage'.,Tok Pisin
Bònn jounen,Haitian Creole
N bèlantre,Haitian Creole
lait malolo liklik,Tok Pisin
A fe mi cyar,Jamaican Creole
E ta bon.,Papiamento
Mehora pronto,Papiamento
Balus em i no goupim bilong me em i pullup long liklik pela snek bilong solwarra,Tok Pisin
" Epi yo te bezwen tè a tou pou plante mayi, pou plante pwa, pou yo jwenn manje. Si yo pa travay tè a, yo pap manje.",Haitian Creole
Yu save?,Tok Pisin
Candela!,Papiamento
Mas importante: Kiko eksaktamente nos ta skirbiendo ora nos ta hasiendo tur e skirbimentu aki? Mi no ta bai pretendé di inventá un término kompletamente nobo aki; ,Papiamento
Kote twalèt la?,Haitian Creole
Di way shi chat di patwa wid respectability mek har an expert til Bajan poet Kamau Braithwaite call it a “nation language.” ,Jamaican Creole
" wanpela hap bilong wanpela 'cherry treat' we i gat soklet long en. Maski, dispela strateji i wok gut. Tim bilong mi i lus long 53 poin tasol na i no 58.",Tok Pisin
"Li pap tounen. Non, se vre, pa gen lespwa.",Haitian Creole
Bu cre dança ku mi?,Cape Verdean Creole
N´kré kumi cachupa,Cape Verdean Creole
Dja N perde nhas amiga,Cape Verdean Creole
Ya Mon,Jamaican Creole
"Skrebe-l, pur favor",Cape Verdean Creole
Ol i stap?,Tok Pisin
Esta su wela o bisa wela mester,Papiamento
" (Ating Twain i bilip olsem wok bilong raitim pas, insait long wanpela gutpela wol, i nidim tu tingting gut. Tasol em i no bin yusim email.) Las wik mi painim mi yet i putim 4-pela konjunksen",Tok Pisin
"Strongim mipela long bihainim laik bilong yu long graun, olsem ol i bihainim long heven.",Tok Pisin
Boas Festas,Cape Verdean Creole
Dixâ-m' em pás!,Cape Verdean Creole
Ale vou zan!,Haitian Creole
Dis a di best.,Jamaican Creole
Ou konprann?,Haitian Creole
Chobble nuh nice.” “Yuh inna big chobble.,Jamaican Creole
M'kontan fè konesans ou,Haitian Creole
Bon dia,Cape Verdean Creole
tabata katibu òf por lo ménos a biba den tempu di sklabitut!,Papiamento
Sa fe lon temps nou pa we,Haitian Creole
Sa fe lon temps nou pa we,Haitian Creole
Dis was a time when everybody si success an steppin up inna life as talkin like di Queen of England. Miss Lou dared to big up all tings Jamaican.,Jamaican Creole
"Jamaicans at home and Black people all ova di worl ave to code switch, leave di language and dem tru vibe when dem seekin success.",Jamaican Creole
Nos ta bai.,Cape Verdean Creole
Pronto recuperacion,Papiamento
sori nogut,Tok Pisin
"Jah part di Red Sea fi di Hebrew people dem fi escape, and when di Egyptian army try fi follow dem, di sea come back togedda and wash dem away.",Jamaican Creole
Anchante,Haitian Creole
Ti manham,Cape Verdean Creole
M'kontan fè konesans ou,Haitian Creole
Venezuela i a traha den Kòkou. Ta di dje mi a fia e nòmber Mimina. Asin'aki e tambe por haña honor pa e kurashi ku el a demonstrá e,Papiamento
Dja N perde avion/konboiu,Cape Verdean Creole
"So, Moses haffi run weh from Egypt and go live inna di wilderness.",Jamaican Creole
E personahenan di e 5 muhénan i nan shonnan ta kompletamente fiktivo. Na Boneiru tabatin un katibu muhé Mimina ku a hui bai,Papiamento
"So, one time long long ago, di Hebrew people dem did ah suffer inna Egypt under di Pharaoh. One day, a likkle baby boy named Moses born, but Pharaoh did want to kill all di baby boy dem, so Moses’ madda put him inna basket and float him down di river",Jamaican Creole
Nou pral ale.,Haitian Creole
"While him a live out deh, Moses see a burning bush, but di bush nah burn up! Jah tell Moses fi go back to Egypt and tell Pharaoh fi let di Hebrew people dem go.",Jamaican Creole
kuida mata i kushiná kuminda krioyo.,Papiamento
"Papa bilong mipela, yu stap long heven.",Tok Pisin
Esaki tin hopi di haber ku e limitashonnan di tempu ku nos ta pretendé di sinti den e era digital.,Papiamento
Olá,Cape Verdean Creole
Mobeta long ritim olsem Hemingway nogut winim Faulkner nogut.,Tok Pisin
Babay,Haitian Creole
Mi cyan ‘elp yuh wit dat problem.,Jamaican Creole
Bikpela samting tru: Wanem samting tru yumi raitim taim yumi raitim olgeta dispela samting? Mi no inap giaman long kamapim wanpela nupela tok hia;,Tok Pisin
Mi gaan,Jamaican Creole
Nou nan yon ti bouk pa twò lwen Pòtoprens. Bouk sa a rele Fonwouj. Li gen yon pwoblèm ki gwo anpil anpil: pa gen dlo. ,Haitian Creole
"Even doe dem caana wi an wi haffi use di Queen English fi step up ina life, Miss Lou bring pride an dignity to all a wi an mek wi luv wi culcha.",Jamaican Creole
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
"Skrebe-l, pur favor",Cape Verdean Creole
Felis cumpleaño,Papiamento
Mwe kontan fe konesana ou,Haitian Creole
Venezuela i a traha den Kòkou. Ta di dje mi a fia e nòmber Mimina. Asin'aki e tambe por haña honor pa e kurashi ku el a demonstrá e,Papiamento
Dispela em i gut.,Tok Pisin
"Moses grow up inna di palace, but him always know say him a Hebrew",Jamaican Creole
Moki bu tchoma?,Cape Verdean Creole
"Strongim mipela long bihainim laik bilong yu long graun, olsem ol i bihainim long heven.",Tok Pisin
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
Mwen renmen w,Haitian Creole
Tingim bagarap bai kamap sapos ol manmeri olsem Vladimir Putin bilong Rasia o Kim Jong-un bilong Not Korea i yusim dispela teknoloji long helpim ol kantri bilong ol long mekim bikpela wok bilong 'cyber-spionage'.,Tok Pisin
" Epi yo te bezwen tè a tou pou plante mayi, pou plante pwa, pou yo jwenn manje. Si yo pa travay tè a, yo pap manje.",Haitian Creole
" Tasol olsem histori bilong ol kampani olsem Facebook, Google na Amazon i bin lainim yumi, ol dijitel samting bilong nau inap kamap ol bikpela samting bilong wol tumora.",Tok Pisin
" And so, if we could be proud of Miss Lou, then we could be proud of ourselves too.”",Jamaican Creole
Babay,Haitian Creole
Consensa,Cape Verdean Creole
"“Come mek mi hol yuh han.” Di audience jump in, den shi cut dem off:",Jamaican Creole
N´kré kumi cachupa,Cape Verdean Creole
"plis, inap ya halivim mi wantaim dispela samting?",Tok Pisin
Pogivim rong bilong mipela olsem mipela i pogivim ol arapela i mekim rong long mipela.,Tok Pisin
Bo ta bini?,Papiamento
"Strongim mipela long bihainim laik bilong yu long graun, olsem ol i bihainim long heven.",Tok Pisin
Bon maten,Haitian Creole
Nos ta bai.,Cape Verdean Creole
Algin li ta papia inglés?,Cape Verdean Creole
"mi ke men un paragraf konvolushoná, aleatorio, ku ta serka, algu manera Kerouac su konsepto original di On the Road–solamente grabá huntu pa byte. I 1 porshento mes interesante.",Papiamento
E personahenan di e 5 muhénan i nan shonnan ta kompletamente fiktivo. Na Boneiru tabatin un katibu muhé Mimina ku a hui bai,Papiamento
Esaki tin hopi di haber ku e limitashonnan di tempu ku nos ta pretendé di sinti den e era digital.,Papiamento
"Nau yet, ol 'virtual companions' na 'AI sexbots' i stap olsem wanpela liklik maket tru winim sosel midia, wantaim planti milion yusa na i no planti bilien.",Tok Pisin
Un idioma nunka ta sufisiente,Papiamento
Bonn fèt,Haitian Creole
Yu raun we,Tok Pisin
Algin li ta papia inglés?,Cape Verdean Creole
Rele la polis!,Haitian Creole
Da-n lisensa,Cape Verdean Creole
Dja N perde avion/konboiu,Cape Verdean Creole
Bo lo kier baila cumi? ,Papiamento
Pasin bilong ol 'catfisher' na 'dikteta' long paulim tingting bilong ol manmeri em i samting nogut tru. ,Tok Pisin
Dje serka ei sklabitut ta di nos? E buki aki ta skibí pa yuda nos komprondé nos historia di sklabitut mas mihó. ,Papiamento
Bonjou,Haitian Creole
"Jamaicans at home and Black people all ova di worl ave to code switch, leave di language and dem tru vibe when dem seekin success.",Jamaican Creole
Cuanto esaki ta costa?,Papiamento
Yuh done know.,Jamaican Creole
"Nos no tin tempu pa papia, pues nos ta manda mensahe. Nos no tin tempu pa manda mensahe pa hende spesífiko, pues nos ta aktualisá nos status di Facebook. Nos no tin tempu pa skirbi ensayonan, pues nos ta blog.",Papiamento
Algin li ta papia inglés?,Cape Verdean Creole
Ta un plaser di conocebo,Papiamento
Bon dia,Cape Verdean Creole
"Fram reggae tu dub poetry tu pride in a wi culcha, nationality, and dialek, whole eep a ting bout wi Jamaican culcha wi owe nuff respek to one oman.",Jamaican Creole
Dife,Haitian Creole
Yu raun we,Tok Pisin
Dja N perde avion/konboiu,Cape Verdean Creole
E meneer lo paga pa tur cos,Papiamento
Kijan ou ye?,Haitian Creole
Ki te'm anrepo'm!,Haitian Creole
Koman ou rele?,Haitian Creole
Mekim nem bilong yu i kamap bikpela.,Tok Pisin
mi orait tasol,Tok Pisin
N´kré kumi cachupa,Cape Verdean Creole
mi laikim planti plis,Tok Pisin
No bodda bawl im soon cum bak,Jamaican Creole
Babay,Haitian Creole
" Mi ta kere ainda ku e mihó ku nos por rekohé ta un análogo mas adekuá. I si nos mester haña un análogo den un unidat literario eksistente, mi ta proponé e paragraf. ",Papiamento
"plis, inap ya halivim mi wantaim dispela samting?",Tok Pisin
 Di way how she tek pride inna wi culcha and chat di patwa mek di whole a wi feel good. Pon toppa dat she inspire a whole heap a Jamaican artists to buss out with boasiness.,Jamaican Creole
Bu cre dança ku mi?,Cape Verdean Creole
Wanem nem bilong yu?,Tok Pisin
Nos ta bai.,Papiamento
Bwaay! Mi did tink de test wudda eazy.,Jamaican Creole
Suzanna Fransiska (Tanchi Chu) ta un di mi welanan ku a kuida mi hopi den mi bida. Dia ku el a bai sosegá i mi tabata atendiendo su,Papiamento
Un lenguage nunka ta sufisiente,Papiamento
sori nogut,Tok Pisin
N a wè pi ta,Haitian Creole
Pase yon bònn jounen,Haitian Creole
Venezuela i a traha den Kòkou. Ta di dje mi a fia e nòmber Mimina. Asin'aki e tambe por haña honor pa e kurashi ku el a demonstrá e,Papiamento
Algin li ta papia inglés?,Cape Verdean Creole
Kijan ou ye?,Haitian Creole
A fe mi cyar,Jamaican Creole
Algin li ta papia inglés?,Cape Verdean Creole
Mi hovercraft ta yen di conglá,Papiamento
tabata katibu òf por lo ménos a biba den tempu di sklabitut!,Papiamento
Sante!,Haitian Creole
Bwaay! Mi did tink de test wudda eazy.,Jamaican Creole
Bu cre dança ku mi?,Cape Verdean Creole
em hamas?,Tok Pisin
"Pa gen dlo menm menm. Plant ap mouri, bèt ap mouri.",Haitian Creole
"When you see Miss Lou pon TV, sometimes shi start tings off vibin wid di audience, getting dem tu sing along: ",Jamaican Creole
Mi ta gusta ku bo.,Papiamento
"Tout bagay sèk, tout bagay tris.",Haitian Creole
Danki,Papiamento
Im too haad eaize.,Jamaican Creole
tabata katibu òf por lo ménos a biba den tempu di sklabitut!,Papiamento
Bai sipsip igo wantaim tu,Tok Pisin
"N´ka kré más, obrigado(a)",Cape Verdean Creole
" Mi mudda tell mi dat as a likkle girl how powaful it was fi si Miss Lou pon TV a chat patwa.Baan in 1919, Miss Lou tek up writin poetry from shi a likkle pickney. ",Jamaican Creole
Mi go long market.,Tok Pisin
Chobble nuh nice.” “Yuh inna big chobble.,Jamaican Creole
Kel é seu nome?,Cape Verdean Creole
Mi a go bak a wuk pan Chewsday.,Jamaican Creole
"kompletamente n'e pa su amor p'ami. El a siña mi kon ta mata galiña,",Papiamento
Mi deh,Jamaican Creole
Mi go long market.,Tok Pisin
Bikpela hamamas blong dispela Krismas go long yu Meri Krismas,Tok Pisin
Nos ta bai.,Cape Verdean Creole
Balus em i no goupim bilong me em i pullup long liklik pela snek bilong solwarra,Tok Pisin
"Shi seh dat, even doe tings improve di trute is yuh haffi drop di patwa an try talk proppa English if yuh waan tu move up an “navigate colonized spaces.” ",Jamaican Creole
Anchante,Haitian Creole
"Papa bilong mipela, yu stap long heven.",Tok Pisin
The parson sey de marriage cerfitikit soon cum inna de mail.,Jamaican Creole
Bikpela samting tru: Wanem samting tru yumi raitim taim yumi raitim olgeta dispela samting? Mi no inap giaman long kamapim wanpela nupela tok hia;,Tok Pisin
N’ka persibi (or) N’ka intindi,Cape Verdean Creole
Venezuela i a traha den Kòkou. Ta di dje mi a fia e nòmber Mimina. Asin'aki e tambe por haña honor pa e kurashi ku el a demonstrá e,Papiamento
" Mi ta kere ainda ku e mihó ku nos por rekohé ta un análogo mas adekuá. I si nos mester haña un análogo den un unidat literario eksistente, mi ta proponé e paragraf. ",Papiamento
Ti manham,Cape Verdean Creole
Un idioma nunka ta sufisiente,Papiamento
Yu raun we,Tok Pisin
em hamas?,Tok Pisin
Kel é seu nome?,Cape Verdean Creole
N´kré kumi cachupa,Cape Verdean Creole
Sa fe lon temps nou pa we,Haitian Creole
Axe har de question.,Jamaican Creole
Mi hovercraft ta yen di conglá,Papiamento
Bu sabi ki óra autokaru ta txiga?,Cape Verdean Creole
Kijan ou ye?,Haitian Creole
Nem bilong mi,Tok Pisin
Mi a go a di market.,Jamaican Creole
"plis, inap ya halivim mi wantaim dispela samting?",Tok Pisin
"Even doe dem caana wi an wi haffi use di Queen English fi step up ina life, Miss Lou bring pride an dignity to all a wi an mek wi luv wi culcha.",Jamaican Creole
"Nos skirbimentu konstante a kuminsá sinti manera un paragraf digital sin fin. No un paragraf stret i hinkadó di The Sun Also Rises òf asta un paragraf grasioso, tin bia ta slip, tin bia ta bula di Absalom! Absalom!",Papiamento
"So, Moses haffi run weh from Egypt and go live inna di wilderness.",Jamaican Creole
Moki bu tchoma?,Cape Verdean Creole
Consensa,Cape Verdean Creole
Boas Festas,Cape Verdean Creole
E meneer lo paga pa tur cos,Papiamento
Patin bianda,Cape Verdean Creole
Anmwe!,Haitian Creole
Bon dia,Cape Verdean Creole
Kum ta?,Cape Verdean Creole
Porfabor Bo por bisami un biaha mas e mesun cos,Papiamento
D'xá-m' s'segód'!,Cape Verdean Creole
" I think that is the root of the pride that we have in Miss Lou and in ourselves. We saw ourselves reflected in her, and in a way that was very dignified and uniquely Jamaican.",Jamaican Creole
Ochan!,Haitian Creole
" Mi ta kere ainda ku e mihó ku nos por rekohé ta un análogo mas adekuá. I si nos mester haña un análogo den un unidat literario eksistente, mi ta proponé e paragraf. ",Papiamento
Algin li ta papia inglés?,Cape Verdean Creole
" I think that is the root of the pride that we have in Miss Lou and in ourselves. We saw ourselves reflected in her, and in a way that was very dignified and uniquely Jamaican.",Jamaican Creole
" Nos no tin tempu pa traha karta i post nan mas–muchu ménos paga gastunan di post, kiko ku tur e bankonan kinda-sorta ta pèrdè nos sèn e dianan aki–p’esei nos ta blast algun email. ",Papiamento
Porfabor Bo por bisami un biaha mas e mesun cos,Papiamento
The parson sey de marriage cerfitikit soon cum inna de mail.,Jamaican Creole
Eske ou vle danse?,Haitian Creole
" wanpela hap bilong wanpela 'cherry treat' we i gat soklet long en. Maski, dispela strateji i wok gut. Tim bilong mi i lus long 53 poin tasol na i no 58.",Tok Pisin
Mi a go bak a wuk pan Chewsday.,Jamaican Creole
Bo lo kier baila cumi? ,Papiamento
Kijan ou ye?,Haitian Creole
Ta un plaser di conocebo,Papiamento
"Moses spend forty years leading di people dem through di wilderness, and even though him never reach di Promised Land himself, him set di foundation fi di Hebrew people dem fi years to come.",Jamaican Creole
E ta bon.,Papiamento
"Li pap tounen. Non, se vre, pa gen lespwa.",Haitian Creole
Patin bianda,Cape Verdean Creole
Boas Festas,Cape Verdean Creole
Dis a di best.,Jamaican Creole
Bilong me hangamapim bot stap pulap maleo,Tok Pisin
E personahenan di e 5 muhénan i nan shonnan ta kompletamente fiktivo. Na Boneiru tabatin un katibu muhé Mimina ku a hui bai,Papiamento
Bai sipsip igo wantaim tu,Tok Pisin
"Papa bilong mipela, yu stap long heven.",Tok Pisin
Moki bu tchoma?,Cape Verdean Creole
Nhu ten ki bon.,Cape Verdean Creole
Dje serka ei sklabitut ta di nos? E buki aki ta skibí pa yuda nos komprondé nos historia di sklabitut mas mihó. ,Papiamento
Wha gwan?,Jamaican Creole
Frah wha pawt yuh deh,Jamaican Creole
Bo lo kier baila cumi? ,Papiamento
Boas Festas,Cape Verdean Creole
Patin bianda,Cape Verdean Creole
Nhu ten ki bon.,Cape Verdean Creole
Yu whosait?,Tok Pisin
Patin bianda,Cape Verdean Creole
lait malolo liklik,Tok Pisin
 Shi a wi hero an wi luv har because “She wrote and spoke these poems and stories and she made us proud of our own traditions.,Jamaican Creole
"Pur favor, papia digabar",Cape Verdean Creole
Bo lo kier baila cumi? ,Papiamento
"Jah part di Red Sea fi di Hebrew people dem fi escape, and when di Egyptian army try fi follow dem, di sea come back togedda and wash dem away.",Jamaican Creole
Algin li ta papia inglés?,Cape Verdean Creole
"When shi come back a yaad shi set up har theatre, den shi guh back a foreign to England and den America where shi nuh tap educate di people dem in a di patwa through folklore and music. ",Jamaican Creole
